UploadLink,BCIPN,Description,Level,Type,Username,bcipnParent,SrNo,ComputedRohsStatus,Justification,BOMUploadDate,ParentSrNo,Site,cpkey,JustificationForRoHSParent,comments
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,B37403,A80946_175,"Out Of Scope",Document,NULL,B37403_167,Miami,MS4e.B23007.B40643.B37403.A80946,NULL,NULL
MS4e_BOM,B37560,"CBL ASSY,SENSOR,DOOR,SPL,MS4E",3,Manufactured,pablo.diaz,B40643,B37560_176,"PN Not Found",NULL,NULL,B40643_135,Miami,MS4e.B23007.B40643.B37560,NULL,NULL
MS4e_BOM,B33757,"DSGN STD,ROHS STATEMENT FOR ASSEMBLIES",4,Reference,pablo.diaz,B37560,B33757_177,"Out Of Scope",NULL,NULL,B37560_176,Miami,MS4e.B23007.B40643.B37560.B33757,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",5,Reference,pablo.diaz,B33757,A80946_178,"Out Of Scope",Document,NULL,B33757_177,Miami,MS4e.B23007.B40643.B37560.B33757.A80946,NULL,NULL
MS4e_BOM,2121486,"CONTACT,MULTI-USE;&CONTACT,MULTI-USE; AMP MTE SKT,32-28 AWG,FOR .025 S                                    SC98",4,"Bulk Costed",pablo.diaz,B37560,2121486_179,Compliant,NULL,NULL,B37560_176,Miami,MS4e.B23007.B40643.B37560.2121486,NULL,NULL
MS4e_BOM,2121730,"RCPT,DISCRETE WIRE;RCPT,DISCRE3 POS,SGLE ROW, PLZD,CENTER LATCH",4,"Bulk Costed",pablo.diaz,B37560,2121730_180,Compliant,NULL,NULL,B37560_176,Miami,MS4e.B23007.B40643.B37560.2121730,NULL,NULL
MS4e_BOM,3102017,"TUBING,HEAT SHRINK",4,Purchased,pablo.diaz,B37560,3102017_181,Compliant,NULL,NULL,B37560_176,Miami,MS4e.B23007.B40643.B37560.3102017,NULL,NULL
MS4e_BOM,624835,"LBL,BLANK,THERMAL TRANSFER",4,"Bulk Costed",pablo.diaz,B37560,624835_182,Compliant,NULL,NULL,B37560_176,Miami,MS4e.B23007.B40643.B37560.624835,NULL,NULL
MS4e_BOM,8309813,"OPTO-SWITCH;GXL-8H, W/CBL MICRO-PROXIM.SENSOR",4,Purchased,pablo.diaz,B37560,8309813_183,Compliant,NULL,NULL,B37560_176,Miami,MS4e.B23007.B40643.B37560.8309813,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,B37560,A80946_184,"Out Of Scope",Document,NULL,B37560_176,Miami,MS4e.B23007.B40643.B37560.A80946,NULL,NULL
MS4e_BOM,B37564,"CBL ASSY,CBL,SENSOR,PLATFRM DWN,MS4E",3,Manufactured,pablo.diaz,B40643,B37564_185,"PN Not Found",NULL,NULL,B40643_135,Miami,MS4e.B23007.B40643.B37564,NULL,NULL
MS4e_BOM,B33757,"DSGN STD,ROHS STATEMENT FOR ASSEMBLIES",4,Reference,pablo.diaz,B37564,B33757_186,"Out Of Scope",NULL,NULL,B37564_185,Miami,MS4e.B23007.B40643.B37564.B33757,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",5,Reference,pablo.diaz,B33757,A80946_187,"Out Of Scope",Document,NULL,B33757_186,Miami,MS4e.B23007.B40643.B37564.B33757.A80946,NULL,NULL
MS4e_BOM,2121486,"CONTACT,MULTI-USE;&CONTACT,MULTI-USE; AMP MTE SKT,32-28 AWG,FOR .025 S                                    SC98",4,"Bulk Costed",pablo.diaz,B37564,2121486_188,Compliant,NULL,NULL,B37564_185,Miami,MS4e.B23007.B40643.B37564.2121486,NULL,NULL
MS4e_BOM,2121730,"RCPT,DISCRETE WIRE;RCPT,DISCRE3 POS,SGLE ROW, PLZD,CENTER LATCH",4,"Bulk Costed",pablo.diaz,B37564,2121730_189,Compliant,NULL,NULL,B37564_185,Miami,MS4e.B23007.B40643.B37564.2121730,NULL,NULL
MS4e_BOM,3102017,"TUBING,HEAT SHRINK",4,Purchased,pablo.diaz,B37564,3102017_190,Compliant,NULL,NULL,B37564_185,Miami,MS4e.B23007.B40643.B37564.3102017,NULL,NULL
MS4e_BOM,624835,"LBL,BLANK,THERMAL TRANSFER",4,"Bulk Costed",pablo.diaz,B37564,624835_191,Compliant,NULL,NULL,B37564_185,Miami,MS4e.B23007.B40643.B37564.624835,NULL,NULL
MS4e_BOM,8309813,"OPTO-SWITCH;GXL-8H, W/CBL MICRO-PROXIM.SENSOR",4,Purchased,pablo.diaz,B37564,8309813_192,Compliant,NULL,NULL,B37564_185,Miami,MS4e.B23007.B40643.B37564.8309813,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,B37564,A80946_193,"Out Of Scope",Document,NULL,B37564_185,Miami,MS4e.B23007.B40643.B37564.A80946,NULL,NULL
MS4e_BOM,B37589,"CBL ASSY,SENSOR,PLATFRM,MS4E",3,Manufactured,pablo.diaz,B40643,B37589_194,"PN Not Found",NULL,NULL,B40643_135,Miami,MS4e.B23007.B40643.B37589,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,B37589,A80946_195,"Out Of Scope",Document,NULL,B37589_194,Miami,MS4e.B23007.B40643.B37589.A80946,NULL,NULL
MS4e_BOM,B33757,"DSGN STD,ROHS STATEMENT FOR ASSEMBLIES",4,Reference,pablo.diaz,B37589,B33757_196,"Out Of Scope",NULL,NULL,B37589_194,Miami,MS4e.B23007.B40643.B37589.B33757,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",5,Reference,pablo.diaz,B33757,A80946_197,"Out Of Scope",Document,NULL,B33757_196,Miami,MS4e.B23007.B40643.B37589.B33757.A80946,NULL,NULL
MS4e_BOM,2121486,"CONTACT,MULTI-USE;&CONTACT,MULTI-USE; AMP MTE SKT,32-28 AWG,FOR .025 S                                    SC98",4,"Bulk Costed",pablo.diaz,B37589,2121486_198,Compliant,NULL,NULL,B37589_194,Miami,MS4e.B23007.B40643.B37589.2121486,NULL,NULL
MS4e_BOM,2121730,"RCPT,DISCRETE WIRE;RCPT,DISCRE3 POS,SGLE ROW, PLZD,CENTER LATCH",4,"Bulk Costed",pablo.diaz,B37589,2121730_199,Compliant,NULL,NULL,B37589_194,Miami,MS4e.B23007.B40643.B37589.2121730,NULL,NULL
MS4e_BOM,3102017,"TUBING,HEAT SHRINK",4,Purchased,pablo.diaz,B37589,3102017_200,Compliant,NULL,NULL,B37589_194,Miami,MS4e.B23007.B40643.B37589.3102017,NULL,NULL
MS4e_BOM,6027738,"WIRE MARKER,BLANK, .75X.5 NON SIZE (STD 0203108)",4,Purchased,pablo.diaz,B37589,6027738_201,Compliant,NULL,NULL,B37589_194,Miami,MS4e.B23007.B40643.B37589.6027738,NULL,NULL
MS4e_BOM,624835,"LBL,BLANK,THERMAL TRANSFER",4,"Bulk Costed",pablo.diaz,B37589,624835_202,Compliant,NULL,NULL,B37589_194,Miami,MS4e.B23007.B40643.B37589.624835,NULL,NULL
MS4e_BOM,8309813,"OPTO-SWITCH;GXL-8H, W/CBL MICRO-PROXIM.SENSOR",4,Purchased,pablo.diaz,B37589,8309813_203,Compliant,NULL,NULL,B37589_194,Miami,MS4e.B23007.B40643.B37589.8309813,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,B37589,A80946_204,"Out Of Scope",Document,NULL,B37589_194,Miami,MS4e.B23007.B40643.B37589.A80946,NULL,NULL
MS4e_BOM,B37590,"CBL ASSY,GND,DOOR,SPL, MS4E",3,Manufactured,pablo.diaz,B40643,B37590_205,"PN Not Found",NULL,NULL,B40643_135,Miami,MS4e.B23007.B40643.B37590,NULL,NULL
MS4e_BOM,A44026,"CBL,MULTICOND,2 COND., 18 GA, FLEXIBLE CONTROL CABLE, UNSHIELDED",4,Purchased,pablo.diaz,B37590,A44026_206,Compliant,NULL,NULL,B37590_205,Miami,MS4e.B23007.B40643.B37590.A44026,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",5,Reference,pablo.diaz,A44026,A80946_207,"Out Of Scope",Document,NULL,A44026_206,Miami,MS4e.B23007.B40643.B37590.A44026.A80946,NULL,NULL
MS4e_BOM,B33757,"DSGN STD,ROHS STATEMENT FOR ASSEMBLIES",4,Reference,pablo.diaz,B37590,B33757_208,"Out Of Scope",NULL,NULL,B37590_205,Miami,MS4e.B23007.B40643.B37590.B33757,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",5,Reference,pablo.diaz,B33757,A80946_209,"Out Of Scope",Document,NULL,B33757_208,Miami,MS4e.B23007.B40643.B37590.B33757.A80946,NULL,NULL
MS4e_BOM,2113022,"TERM SOLDERLESS ,",4,Purchased,pablo.diaz,B37590,2113022_210,Compliant,NULL,NULL,B37590_205,Miami,MS4e.B23007.B40643.B37590.2113022,NULL,NULL
MS4e_BOM,624835,"LBL,BLANK,THERMAL TRANSFER",4,"Bulk Costed",pablo.diaz,B37590,624835_211,Compliant,NULL,NULL,B37590_205,Miami,MS4e.B23007.B40643.B37590.624835,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,B37590,A80946_212,"Out Of Scope",Document,NULL,B37590_205,Miami,MS4e.B23007.B40643.B37590.A80946,NULL,NULL
MS4e_BOM,B40071,"ASSY,TRAP, MS4E",3,Manufactured,pablo.diaz,B40643,B40071_213,"PN Not Found",NULL,NULL,B40643_135,Miami,MS4e.B23007.B40643.B40071,NULL,NULL
MS4e_BOM,A47178,"CP,TUBE, OUTLET, APERTURE HEAD, MS4",4,Purchased,pablo.diaz,B40071,A47178_214,Compliant,NULL,NULL,B40071_213,Miami,MS4e.B23007.B40643.B40071.A47178,NULL,NULL
MS4e_BOM,B40153,"CP,TRAP, TOP, MS4E",4,Purchased,pablo.diaz,B40071,B40153_215,Compliant,NULL,NULL,B40071_213,Miami,MS4e.B23007.B40643.B40071.B40153,NULL,NULL
MS4e_BOM,8321115,"O-RING, KALREZ (106)",4,Purchased,pablo.diaz,B40071,8321115_216,Compliant,NULL,NULL,B40071_213,Miami,MS4e.B23007.B40643.B40071.8321115,NULL,NULL
MS4e_BOM,8321156,"FERRULE, FRONT, TEFLON, 3/16,P-TRA",4,"Bulk Costed",pablo.diaz,B40071,8321156_217,"Partial Fail",NULL,NULL,B40071_213,Miami,MS4e.B23007.B40643.B40071.8321156,NULL,NULL
MS4e_BOM,8321157,"FERRULE, FRONT, TEFLON, 1/4,P-TRAP",4,"Bulk Costed",pablo.diaz,B40071,8321157_218,Compliant,NULL,NULL,B40071_213,Miami,MS4e.B23007.B40643.B40071.8321157,NULL,NULL
MS4e_BOM,8321169,"BUSHING,TEFLON, 1/2"" THREAD, P-TRA",4,Purchased,pablo.diaz,B40071,8321169_219,Compliant,NULL,NULL,B40071_213,Miami,MS4e.B23007.B40643.B40071.8321169,NULL,NULL
MS4e_BOM,8321170,"O-RING, CHEMRAZ (112) P-TRAP",4,Purchased,pablo.diaz,B40071,8321170_220,Compliant,NULL,NULL,B40071_213,Miami,MS4e.B23007.B40643.B40071.8321170,NULL,NULL
MS4e_BOM,8321208,"TUBING, TEFLON, .25OD, .062 WALL",4,"Bulk Costed",pablo.diaz,B40071,8321208_221,Compliant,NULL,NULL,B40071_213,Miami,MS4e.B23007.B40643.B40071.8321208,NULL,NULL
MS4e_BOM,B69091,"CP,BUSHING,O RING, APT. HOLDER,MS3",4,Purchased,pablo.diaz,B40071,B69091_222,"No Compliance Data",NULL,NULL,B40071_213,Miami,MS4e.B23007.B40643.B40071.B69091,NULL,NULL
MS4e_BOM,B40641,"ASSY,HOLDER,APERTURE,MS4E",3,Manufactured,pablo.diaz,B40643,B40641_223,"PN Not Found",NULL,NULL,B40643_135,Miami,MS4e.B23007.B40643.B40641,NULL,NULL
MS4e_BOM,A46788,"S/A,BODY, APERTURE HOLDER, MS4",4,Purchased,pablo.diaz,B40641,A46788_224,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.A46788,NULL,NULL
MS4e_BOM,A47173,"CP,TUBE, INLET, APERTURE HOLDER, MS4",4,Purchased,pablo.diaz,B40641,A47173_225,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.A47173,NULL,NULL
MS4e_BOM,A47693,"JACKS & PLUGS;",4,Purchased,pablo.diaz,B40641,A47693_226,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.A47693,NULL,NULL
MS4e_BOM,A48754,"CP,ELECTRODE, FLAG, INTERNAL, MULTISIZER 4",4,Purchased,pablo.diaz,B40641,A48754_227,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.A48754,NULL,NULL
MS4e_BOM,A81127,"PLUNGER,BALL6 40 X.35LG, 0.5 1.0 LBS, 0.050 HEX",4,Purchased,pablo.diaz,B40641,A81127_228,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.A81127,NULL,NULL
MS4e_BOM,B29978,"CBL ASSY,APERTURE SIGNAL",4,Purchased,pablo.diaz,B40641,B29978_229,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.B29978,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",5,Reference,pablo.diaz,B29978,A80946_230,"Out Of Scope",Document,NULL,B29978_229,Miami,MS4e.B23007.B40643.B40641.B29978.A80946,NULL,NULL
MS4e_BOM,2839105,"SCREW,SELF-LOCK;SCREW,SELF-LOCK;  # 6-32X  .25,PAN -HD,XREC,CRES,PSVT,",4,Purchased,pablo.diaz,B40641,2839105_231,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.2839105,NULL,NULL
MS4e_BOM,8303525,"TBG,TEFLON;TUBING,TEFLON,20AWG,.012+/-.00 3WALL",4,Purchased,pablo.diaz,B40641,8303525_232,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8303525,NULL,NULL
MS4e_BOM,8305592,"WASHER,FLAT;WASHER,FLAT,SS,#10 .21ID,.37OD,.050 THICK   H20SS#10",4,"Bulk Costed",pablo.diaz,B40641,8305592_233,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8305592,NULL,NULL
MS4e_BOM,8320538,"KNOB, APERTURE HEAD",4,Purchased,pablo.diaz,B40641,8320538_234,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8320538,NULL,NULL
MS4e_BOM,8320940,"FASTENER PART;CLAMP,APERTURE H",4,Purchased,pablo.diaz,B40641,8320940_235,"Partial Fail",NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8320940,NULL,NULL
MS4e_BOM,8321083,"PIN,DOWEL;PIN,DOWEL,SS,.125ID X 2L",4,Purchased,pablo.diaz,B40641,8321083_236,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8321083,NULL,NULL
MS4e_BOM,8321110,"O-RING, KALREZ (206), 484IDX",4,Purchased,pablo.diaz,B40641,8321110_237,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8321110,NULL,NULL
MS4e_BOM,8321111,"SCREW,MACHINE;SCR,PAN,SS,10-32X.62,SLF-LOCK, CRES,PSVT,VIBRA-TITE",4,Purchased,pablo.diaz,B40641,8321111_238,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8321111,NULL,NULL
MS4e_BOM,8321112,"SCREW,MACHINE;SCR,HOLLOW,PLASTIC,1/4-28X7/16",4,Purchased,pablo.diaz,B40641,8321112_239,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8321112,NULL,NULL
MS4e_BOM,8321113,"GASKET, GORE-TEX, 3/16OD",4,Purchased,pablo.diaz,B40641,8321113_240,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8321113,NULL,NULL
MS4e_BOM,8321115,"O-RING, KALREZ (106)",4,Purchased,pablo.diaz,B40641,8321115_241,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8321115,NULL,NULL
MS4e_BOM,8321316,"CONTACT,MULTI-USE;TERM.,CRIMP,RING,22-18AWG,#6, NON-INSULATED",4,"Bulk Costed",pablo.diaz,B40641,8321316_242,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8321316,NULL,NULL
MS4e_BOM,8321625,"CP;COSMETIC,APRT. HEAD,MS3",4,Purchased,pablo.diaz,B40641,8321625_243,Compliant,NULL,NULL,B40641_223,Miami,MS4e.B23007.B40643.B40641.8321625,NULL,NULL
MS4e_BOM,B41902,"ASSY,STIRRER, MS4E",3,Manufactured,pablo.diaz,B40643,B41902_244,"PN Not Found",NULL,NULL,B40643_135,Miami,MS4e.B23007.B40643.B41902,NULL,NULL
MS4e_BOM,A35584,"CP, CHUCK,STIRRER ROD, MS4",4,Purchased,pablo.diaz,B41902,A35584_245,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A35584,NULL,NULL
MS4e_BOM,A45378,"S/A,FRAME, STIRRER, MS4",4,Purchased,pablo.diaz,B41902,A45378_246,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A45378,NULL,NULL
MS4e_BOM,A45379,S/A;,4,Purchased,pablo.diaz,B41902,A45379_247,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A45379,NULL,NULL
MS4e_BOM,A45380,S/A;,4,Purchased,pablo.diaz,B41902,A45380_248,"Partial Fail",NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A45380,NULL,NULL
MS4e_BOM,A45553,"CP,SPINDLE, STIRRER, MS4",4,Purchased,pablo.diaz,B41902,A45553_249,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A45553,NULL,NULL
MS4e_BOM,A45554,"CP,CLAMP, CLUTCH, PIVOT, MS4",4,Purchased,pablo.diaz,B41902,A45554_250,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A45554,NULL,NULL
MS4e_BOM,A45555,"CP,CLAMP,SHAFT,MOTOR,MS4",4,Purchased,pablo.diaz,B41902,A45555_251,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A45555,NULL,NULL
MS4e_BOM,A45556,"CP,BRKT, MOTOR, STIRRER, MS4",4,Purchased,pablo.diaz,B41902,A45556_252,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A45556,NULL,NULL
MS4e_BOM,A45560,"CP,SHIELD, TOP, STIRRER, MS4",4,Purchased,pablo.diaz,B41902,A45560_253,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A45560,NULL,NULL
MS4e_BOM,A45993,GEAR;,4,Purchased,pablo.diaz,B41902,A45993_254,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A45993,NULL,NULL
MS4e_BOM,A46049,"WASHER,SPRING;",4,Purchased,pablo.diaz,B41902,A46049_255,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A46049,NULL,NULL
MS4e_BOM,A46052,"WASHER,FLAT;",4,Purchased,pablo.diaz,B41902,A46052_256,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A46052,NULL,NULL
MS4e_BOM,A46216,SPRING;,4,Purchased,pablo.diaz,B41902,A46216_257,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A46216,NULL,NULL
MS4e_BOM,A48060,GEAR;,4,Purchased,pablo.diaz,B41902,A48060_258,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A48060,NULL,NULL
MS4e_BOM,A48061,"HARDWARE,METRIC;",4,Purchased,pablo.diaz,B41902,A48061_259,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.A48061,NULL,NULL
MS4e_BOM,B37591,"CBL ASSY,CBL,STIRRER ASSEMBLY,MS4E",4,Manufactured,pablo.diaz,B41902,B37591_260,"PN Not Found",NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.B37591,NULL,NULL
MS4e_BOM,A37600,"CCS/A SPEC,TWISTING SPEC FOR TWISTED PAIR WIRE HARNESSES",5,Reference,pablo.diaz,B37591,A37600_261,"Out Of Scope",Document,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.A37600,NULL,NULL
MS4e_BOM,0209001,"ACCEPTANCE STD,CC MANUFACTURING STANDARD",6,Reference,pablo.diaz,A37600,0209001_262,"Out Of Scope",Document,NULL,A37600_261,Miami,MS4e.B23007.B40643.B41902.B37591.A37600.0209001,NULL,NULL
MS4e_BOM,A43210,OPTO-SWITCH;,5,Purchased,pablo.diaz,B37591,A43210_263,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.A43210,NULL,NULL
MS4e_BOM,A43211,XDCR;,5,Purchased,pablo.diaz,B37591,A43211_264,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.A43211,NULL,NULL
MS4e_BOM,A43606,"HEADER/SKT,MISC;",5,Purchased,pablo.diaz,B37591,A43606_265,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.A43606,NULL,NULL
MS4e_BOM,A43607,"CONTACT,MULTI-USE;",5,Purchased,pablo.diaz,B37591,A43607_266,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.A43607,NULL,NULL
MS4e_BOM,A44487,"MOTOR,DC;",5,Purchased,pablo.diaz,B37591,A44487_267,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.A44487,NULL,NULL
MS4e_BOM,A46034,"MOTOR,DC;",5,Purchased,pablo.diaz,B37591,A46034_268,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.A46034,NULL,NULL
MS4e_BOM,A48906,"TERM,SOLDERLESS, RING #6, 22-26 AWG",5,Purchased,pablo.diaz,B37591,A48906_269,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.A48906,NULL,NULL
MS4e_BOM,B33757,"DSGN STD,ROHS STATEMENT FOR ASSEMBLIES",5,Reference,pablo.diaz,B37591,B33757_270,"Out Of Scope",NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.B33757,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",6,Reference,pablo.diaz,B33757,A80946_271,"Out Of Scope",Document,NULL,B33757_270,Miami,MS4e.B23007.B40643.B41902.B37591.B33757.A80946,NULL,NULL
MS4e_BOM,2121486,"CONTACT,MULTI-USE;&CONTACT,MULTI-USE; AMP MTE SKT,32-28 AWG,FOR .025 S                                    SC98",5,"Bulk Costed",pablo.diaz,B37591,2121486_272,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.2121486,NULL,NULL
MS4e_BOM,2121827,"RCPT,DISCRETE WIRE, CTR LATCH",5,"Bulk Costed",pablo.diaz,B37591,2121827_273,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.2121827,NULL,NULL
MS4e_BOM,383197,"SLEEVING;TUBING,SHRINK,3/8,BLKPOLYOLEFIN",5,Purchased,pablo.diaz,B37591,383197_274,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.383197,NULL,NULL
MS4e_BOM,6018047,"WIRE,IPVC INS AWG, UL1429, 24,BLK, 7/32 STRD,150V/ 80C",5,Purchased,pablo.diaz,B37591,6018047_275,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.6018047,NULL,NULL
MS4e_BOM,6018069,"WIRE,IPVC INS AWG, UL1429 24,RED        ,  7/32 STRD,150V/ 80C",5,"Bulk Costed",pablo.diaz,B37591,6018069_276,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.6018069,NULL,NULL
MS4e_BOM,6018070,"WIRE,IPVC INS AWG, UL1429 24,YEL        ,  7/32 STRD,150V/ 80C",5,Purchased,pablo.diaz,B37591,6018070_277,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.6018070,NULL,NULL
MS4e_BOM,6018169,"WIRE,IPVC INS AWG, UL1429 26,WHT/RED    ,  7/34 STRD,150V/ 80C",5,Purchased,pablo.diaz,B37591,6018169_278,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.6018169,NULL,NULL
MS4e_BOM,6018171,"WIRE,IPVC INS AWG, UL1429 26,WHT/YEL    ,  7/34 STRD,150V/ 80C",5,Purchased,pablo.diaz,B37591,6018171_279,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.6018171,NULL,NULL
MS4e_BOM,6018173,"WIRE,IPVC INS AWG, UL1429 26,WHT/BLU    ,  7/34 STRD,150V/ 80C",5,Purchased,pablo.diaz,B37591,6018173_280,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.6018173,NULL,NULL
MS4e_BOM,6027898,"CBL,SHIELDED; 4 COND, 22 GA, 300V/80C;         UL2464",5,Purchased,pablo.diaz,B37591,6027898_281,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.6027898,NULL,NULL
MS4e_BOM,624835,"LBL,BLANK,THERMAL TRANSFER",5,"Bulk Costed",pablo.diaz,B37591,624835_282,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.624835,NULL,NULL
MS4e_BOM,8303528,"SLEEVING;TUBING,SHRINK,1/8 ,POLYOLEFIN, WHITE,CUT TO 3L",5,"Bulk Costed",pablo.diaz,B37591,8303528_283,Compliant,NULL,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.8303528,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",5,Reference,pablo.diaz,B37591,A80946_284,"Out Of Scope",Document,NULL,B37591_260,Miami,MS4e.B23007.B40643.B41902.B37591.A80946,NULL,NULL
MS4e_BOM,B42752,"CP,MOUNT, MOTOR, STIRRER, MS4E",4,Purchased,pablo.diaz,B41902,B42752_285,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.B42752,NULL,NULL
MS4e_BOM,2804078,"SCREW,MACHINE #",4,"Bulk Costed",pablo.diaz,B41902,2804078_286,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.2804078,NULL,NULL
MS4e_BOM,2806102,"SCREW,MACH #6-32X.38 HSC-HD,HEX",4,"Bulk Costed",pablo.diaz,B41902,2806102_287,Compliant,NULL,NULL,B41902_244,Miami,MS4e.B23007.B40643.B41902.2806102,NULL,NULL
